"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[Operating]] [[profit]] of Kauppalehti group [[rose]] to EUR [[1]].5 mn from EUR 1.[[3]] mn , and that of [[Marketplaces]] to EUR [[1]].[[3]] mn from EUR 1.0 mn in the [[third]] quarter of 2006 .","[[operating]] [[earnings]] of Kauppalehti group [[jump]] to EUR [[unity]].5 mn from EUR 1.[[trinity]] mn , and that of [[mart]] to EUR [[unity]].[[trinity]] mn from EUR 1.0 mn in the [[thirdly]] quarter of 2006 .",0.01773911714553833,0.651034951210022,0,1,0,295,"Successful"
"[[Operating]] profit [[rose]] from EUR 1.94 mn to EUR 2.45 mn .","[[maneuver]] profit [[originate]] from EUR 1.94 mn to EUR 2.45 mn .",0.014307379722595215,0.8929155468940735,0,2,0,113,"Successful"
"[[Operating]] [[profit]] [[rose]] to [[22]].[[1]] mln eur from 19.9 mln .","[[manoeuver]] [[earnings]] [[prove]] to [[twenty-two]].[[one]] mln eur from 19.9 mln .",0.01590496301651001,0.3982366919517517,0,0,0,131,"Failed"
"Operating [[profit]] [[rose]] to EUR [[1]].[[6]] [[mn]] from EUR [[1]].1 mn in the [[corresponding]] [[period]] in 2006 .","Operating [[earnings]] [[rosiness]] to EUR [[ane]].[[half-dozen]] [[Minnesota]] from EUR [[unity]].1 mn in the [[equate]] [[stop]] in 2006 .",0.017131686210632324,0.5458743572235107,0,1,0,204,"Successful"
"[[Operating]] [[profit]] [[rose]] to EUR 103.[[4]] mn from EUR 23.2 in the [[corresponding]] [[period]] in 2006 .","[[work]] [[earnings]] [[rosiness]] to EUR 103.[[quadruplet]] mn from EUR 23.2 in the [[equate]] [[flow]] in 2006 .",0.016982078552246094,0.10868817567825317,0,0,0,180,"Failed"
"[[Operating]] [[profit]] [[rose]] to EUR [[13]].5 [[mn]] from EUR [[9]].7 mn in the [[corresponding]] [[period]] in 2006 .","[[operating]] [[earnings]] [[rosiness]] to EUR [[thirteen]].5 [[manganese]] from EUR [[nine]].7 mn in the [[equate]] [[stop]] in 2006 .",0.017141342163085938,0.15271949768066406,0,0,0,205,"Failed"
"Operating [[profit]] [[rose]] to EUR [[26]].[[7]] [[mn]] from EUR [[14]].[[9]] mn in the [[corresponding]] [[period]] in 2006 .","Operating [[earnings]] [[rosiness]] to EUR [[twenty-six]].[[septet]] [[Minnesota]] from EUR [[fourteen]].[[nine]] mn in the [[equate]] [[stop]] in 2006 .",0.01724386215209961,0.330654501914978,0,0,0,189,"Failed"
"[[Operating]] [[profit]] [[rose]] to EUR [[27]].[[8]] [[mn]] from EUR 17.[[5]] mn in 2008 .","[[work]] [[earnings]] [[rosiness]] to EUR [[twenty-seven]].[[eighter]] [[Minnesota]] from EUR 17.[[fivesome]] mn in 2008 .",0.01696765422821045,0.0893295407295227,0,0,0,163,"Failed"
"[[Operating]] [[profit]] [[rose]] to EUR [[3]].[[2]] [[mn]] from EUR [[1]].0 mn in the [[corresponding]] [[period]] in 2008 .","[[operating]] [[earnings]] [[rosiness]] to EUR [[threesome]].[[deuce]] [[Minnesota]] from EUR [[unity]].0 mn in the [[equate]] [[stop]] in 2008 .",0.016826629638671875,0.3843175768852234,0,0,0,219,"Failed"
"[[Operating]] [[profit]] [[rose]] to EUR [[4]].7 mn from EUR 3.6 [[mn]] .","[[run]] [[gain]] [[jump]] to EUR [[quartet]].7 mn from EUR 3.6 [[MN]] .",0.015532076358795166,0.15644991397857666,0,0,0,204,"Failed"
"[[Operating]] [[profit]] [[rose]] to EUR [[4]].7 mn from EUR [[4]].6 mn .","[[run]] [[gain]] [[jump]] to EUR [[quartet]].7 mn from EUR [[four]].6 mn .",0.015495896339416504,0.15974903106689453,0,0,0,190,"Failed"
"Operating [[profit]] [[rose]] to EUR [[9]].[[2]] [[mn]] from EUR [[6]].8 mn in the [[corresponding]] [[period]] in 2007 .","Operating [[earnings]] [[rosiness]] to EUR [[ennead]].[[deuce]] [[Minnesota]] from EUR [[six]].8 mn in the [[equate]] [[stop]] in 2007 .",0.01698404550552368,0.3407670259475708,0,0,0,207,"Failed"
"[[Operating]] profit [[rose]] to EUR2 .[[4]] m from EUR1 .6 m [[year]] earlier .","[[work]] profit [[jump]] to EUR2 .[[quartet]] m from EUR1 .6 m [[yr]] earlier .",0.016239643096923828,0.06611543893814087,0,0,0,156,"Failed"
"[[Operating]] [[profit]] [[surged]] to EUR21m from EUR106 ,000 .","[[lock]] [[profits]] [[surge]] to EUR21m from EUR106 ,000 .",0.016159355640411377,0.03968024253845215,0,0,0,61,"Failed"
"[[Operating]] [[profit]] [[totaled]] EUR 37,[[7]] mn , up slightly from EUR 37.2 mn in the [[corresponding]] [[period]] in 2006 .","[[engage]] [[lucre]] [[sum]] EUR 37,[[VII]] mn , up slightly from EUR 37.2 mn in the [[tally]] [[stop]] in 2006 .",0.016192376613616943,0.018043816089630127,0,0,0,164,"Failed"
"[[Operating]] [[profit]] [[totaled]] EUR [[5]].[[5]] [[mn]] , up from EUR -[[0]].[[7]] mn .","[[function]] [[lucre]] [[tally]] EUR [[five]].[[five]] [[Minnesota]] , up from EUR -[[nought]].[[septenary]] mn .",0.015033364295959473,0.022171378135681152,0,0,0,152,"Failed"
"[[Operating]] [[profit]] was EUR [[11]].[[4]] mn , up from EUR [[7]].[[5]] mn .","[[run]] [[gain]] was EUR [[eleven]].[[foursome]] mn , up from EUR [[septenary]].[[fin]] mn .",0.014918982982635498,0.018317878246307373,0,0,0,131,"Failed"
"[[Operating]] [[profit]] was EUR 139.7 [[mn]] , up [[23]] % from EUR 113.[[8]] [[mn]] .","[[run]] [[gain]] was EUR 139.7 [[Minnesota]] , up [[XXIII]] % from EUR 113.[[octet]] [[Minnesota]] .",0.014968037605285645,0.01724386215209961,0,0,0,104,"Failed"
"[[Order]] intake [[grew]] by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .","[[dictate]] intake [[acquire]] by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",0.01491624116897583,0.7618651390075684,0,2,0,166,"Successful"
"[[Orders]] received [[grew]] by 55 % year-on-year to EUR732m .","[[dictate]] received [[farm]] by 55 % year-on-year to EUR732m .",0.014226377010345459,0.841162383556366,0,2,0,115,"Successful"
"[[Orion]] Pharma 's [[operating]] [[profit]] increased by [[42]].[[5]] % from 2004 .","[[Hunter]] Pharma 's [[run]] [[lucre]] increased by [[forty-two]].[[fivesome]] % from 2004 .",0.013985514640808105,0.05329310894012451,0,0,0,79,"Failed"
"Passenger volumes [[rose]] by 8.4 % in the accounting period .","Passenger volumes [[rosiness]] by 8.4 % in the accounting period .",0.018512606620788574,0.5372189879417419,0,1,0,91,"Successful"
"Passenger-related [[revenue]] [[rose]] by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .","Passenger-related [[taxation]] [[rosiness]] by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .",0.015370428562164307,0.5467146635055542,0,1,0,110,"Successful"
"Press release 9 October 2009 Ruukki has [[signed]] a [[contract]] to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .","Press release 9 October 2009 Ruukki has [[subscribe]] a [[foreshorten]] to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",0.019428133964538574,0.6489997506141663,0,2,0,182,"Successful"
"Pretax [[profit]] [[rose]] to EUR [[0]].[[6]] mn from EUR 0.[[4]] [[mn]] in the [[corresponding]] [[period]] in 2005 .","Pretax [[earnings]] [[rosaceous]] to EUR [[zero]].[[half-dozen]] mn from EUR 0.[[quartet]] [[Minnesota]] in the [[jibe]] [[point]] in 2005 .",0.01684880256652832,0.9071162939071655,0,1,0,179,"Successful"
"Pretax profit [[rose]] to EUR [[1]],019 [[mn]] from EUR [[1]],007 in the [[corresponding]] [[period]] in 2005 .","Pretax profit [[jump]] to EUR [[single]],019 [[MN]] from EUR [[unity]],007 in the [[fit]] [[flow]] in 2005 .",0.01618945598602295,0.05388695001602173,0,0,0,144,"Failed"
"Pretax [[profit]] [[rose]] to EUR [[17]].[[8]] [[mn]] from EUR 14.9 mn in 2005 .","Pretax [[earnings]] [[rosaceous]] to EUR [[seventeen]].[[ogdoad]] [[Minnesota]] from EUR 14.9 mn in 2005 .",0.016858220100402832,0.1757502555847168,0,0,0,123,"Failed"
"Pre-tax [[profit]] [[totaled]] EUR 397.[[4]] mn , up from EUR 164.[[7]] mn .","Pre-tax [[lucre]] [[total]] EUR 397.[[foursome]] mn , up from EUR 164.[[septenary]] mn .",0.015437901020050049,0.018576443195343018,0,0,0,94,"Failed"
"Previously , the company had guided for EBIT and sales [[growth]] of 20 pct and 10 pct respectively for this year .","Previously , the company had guided for EBIT and sales [[increment]] of 20 pct and 10 pct respectively for this year .",0.09411346912384033,0.909700334072113,0,2,0,77,"Successful"
"Previously the company has estimated its operating profit to reach the [[level]] of 2005 only .","Previously the company has estimated its operating profit to reach the [[layer]] of 2005 only .",0.10822701454162598,0.9396216869354248,0,2,0,108,"Successful"
"[[Profit]] for the [[period]] [[totaled]] EUR [[39]].[[4]] mn , up from EUR [[33]].[[9]] mn in the [[corresponding]] [[period]] in 2006 .","[[gain]] for the [[stop]] [[tally]] EUR [[thirty-nine]].[[four]] mn , up from EUR [[thirty-three]].[[IX]] mn in the [[agree]] [[stop]] in 2006 .",0.015398740768432617,0.018409907817840576,0,0,0,155,"Failed"
"[[Profit]] for the [[period]] was EUR [[5]].[[9]] [[mn]] , up from EUR [[1]].[[3]] [[mn]] .","[[gain]] for the [[point]] was EUR [[cinque]].[[nine]] [[manganese]] , up from EUR [[unity]].[[tercet]] [[Minnesota]] .",0.01487666368484497,0.022536754608154297,0,0,0,137,"Failed"
"[[Profit]] for the [[period]] was EUR 9.[[8]] mn , up from EUR [[6]].[[0]] mn in 2004 .","[[gain]] for the [[point]] was EUR 9.[[VIII]] mn , up from EUR [[half-dozen]].[[nought]] mn in 2004 .",0.015234947204589844,0.016810894012451172,0,0,0,110,"Failed"
"Revenue [[grew]] 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .","Revenue [[acquire]] 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .",0.01519078016281128,0.523123025894165,0,2,0,121,"Successful"
"[[Revenue]] in July to [[September]] [[grew]] [[14]] [[percent]] to ( EURO ) 467 [[million]] from a year [[earlier]] , the [[company]] [[said]] [[Thursday]] .","[[gross]] in July to [[Sept]] [[turn]] [[fourteen]] [[pct]] to ( EURO ) 467 [[meg]] from a year [[before]] , the [[fellowship]] [[allege]] [[Th]] .",0.015195608139038086,0.38594919443130493,0,0,0,149,"Failed"
"Revenues at the same time [[grew]] 14 percent to 43 million euros .","Revenues at the same time [[produce]] 14 percent to 43 million euros .",0.023656785488128662,0.8374641537666321,0,2,0,61,"Successful"
"Ruukki has [[signed]] a [[contract]] to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .","Ruukki has [[subscribe]] a [[foreshorten]] to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",0.023089885711669922,0.9156587719917297,0,2,0,102,"Successful"
"[[Sales]] in [[Latin]] America [[increased]] by [[42]] % to EUR 432mn , and a total of [[8]].[[7]] [[mn]] [[mobile]] [[devices]] were sold in the [[area]] , [[representing]] an [[increase]] of [[32]] % from the corresponding [[period]] in 2009 .","[[sale]] in [[Romance]] America [[increase]] by [[xlii]] % to EUR 432mn , and a total of [[ogdoad]].[[seven]] [[manganese]] [[nomadic]] [[gimmick]] were sold in the [[domain]] , [[exemplify]] an [[increment]] of [[xxxii]] % from the corresponding [[menstruation]] in 2009 .",0.015340805053710938,0.6691460609436035,0,2,0,196,"Successful"
"[[Sales]] of clothing developed best .","[[sale]] of clothing developed best .",0.028324007987976074,0.84322589635849,0,2,0,91,"Successful"
"Sanoma [[Magazines]] Finland 's [[net]] sales [[grew]] to EUR 140.1 [[mn]] from EUR 131.8 [[mn]] .","Sanoma [[magazine]] Finland 's [[web]] sales [[maturate]] to EUR 140.1 [[manganese]] from EUR 131.8 [[manganese]] .",0.016160190105438232,0.2426154613494873,0,0,0,135,"Failed"
"Satama 's [[net]] [[profit]] for the [[third]] quarter of 2007 [[rose]] to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same [[period]] of 2006 .","Satama 's [[last]] [[earnings]] for the [[tertiary]] quarter of 2007 [[prove]] to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same [[menstruation]] of 2006 .",0.016807198524475098,0.4432450532913208,0,0,0,152,"Failed"
"Section : Regional News - The [[demand]] in Finnair 's Asian traffic , [[measured]] in passenger kilometers , was up 34.9 % in August [[compare]] to [[last]] year .","Section : Regional News - The [[requirement]] in Finnair 's Asian traffic , [[assess]] in passenger kilometers , was up 34.9 % in August [[equate]] to [[lowest]] year .",0.014927089214324951,0.6217424273490906,0,1,0,155,"Successful"
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent [[growth]] in beer sales for January-September to 101.99 million liters .","Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent [[outgrowth]] in beer sales for January-September to 101.99 million liters .",0.01629781723022461,0.9798985123634338,0,1,0,158,"Successful"
"That would be an [[increase]] from estimated sales of 117 million last year .","That would be an [[increment]] from estimated sales of 117 million last year .",0.016818463802337646,0.8806741237640381,0,1,0,60,"Successful"
"The agreement [[expands]] Tekla Structures ' scope of use to bridge design .","The agreement [[exposit]] Tekla Structures ' scope of use to bridge design .",0.1120443344116211,0.8609479069709778,0,2,0,93,"Successful"
"The aim is to [[increase]] sales by at least one fifth in 2006 .","The aim is to [[step-up]] sales by at least one fifth in 2006 .",0.06341278553009033,0.9270240068435669,0,2,0,57,"Successful"
"The chain posted sales of 298 million euros for full 2005 , a [[rise]] of 19.5 percent , year-on-year .","The chain posted sales of 298 million euros for full 2005 , a [[emanation]] of 19.5 percent , year-on-year .",0.016482234001159668,0.5772765874862671,0,2,0,121,"Successful"
"The company [[expects]] its [[net]] [[sales]] in 2008 to [[increase]] 5-10 % from 2007 .","The company [[require]] its [[last]] [[sale]] in 2008 to [[increment]] 5-10 % from 2007 .",0.015365064144134521,0.9221674203872681,0,2,0,82,"Successful"
"The company expects its net sales in the first half of 2008 to [[reach]] the previous year 's level .","The company expects its net sales in the first half of 2008 to [[strain]] the previous year 's level .",0.015877962112426758,0.9919382929801941,0,1,0,135,"Successful"
"The company is in the process of building a new fleet and has [[placed]] [[orders]] for 10 P-Max tankers of 65,200 dwt .","The company is in the process of building a new fleet and has [[station]] [[rate]] for 10 P-Max tankers of 65,200 dwt .",0.1380639672279358,0.7062239646911621,0,2,0,189,"Successful"
"The [[company]] 's operating income ( EBIT ) totalled EUR [[0]].[[0]] mn , up from EUR -0.[[3]] mn year-on-year .","The [[caller]] 's operating income ( EBIT ) totalled EUR [[cipher]].[[cipher]] mn , up from EUR -0.[[trinity]] mn year-on-year .",0.015447854995727539,0.01612222194671631,0,0,0,158,"Failed"
"The EPS [[outlook]] was [[increased]] by [[5]].[[6]] [[pct]] for 2007 and [[7]].[[0]] [[pct]] for 2008 .","The EPS [[mind-set]] was [[increase]] by [[pentad]].[[sextet]] [[percent]] for 2007 and [[septet]].[[zero]] [[percent]] for 2008 .",0.019809186458587646,0.5846942663192749,0,2,0,99,"Successful"
"The fair [[value]] of the [[investment]] properties totaled EUR [[2]],534.[[9]] mn , up from EUR [[2]],455.[[1]] mn in 2006 .","The fair [[appraise]] of the [[investing]] properties totaled EUR [[II]],534.[[IX]] mn , up from EUR [[two]],455.[[single]] mn in 2006 .",0.01569896936416626,0.023011386394500732,0,0,0,168,"Failed"
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , [[sending]] the company 's share price up [[6]] percent .","The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , [[charge]] the company 's share price up [[hexad]] percent .",0.01914525032043457,0.7138168811798096,0,2,0,172,"Successful"
"The [[firm]] generated sales of 187 mln eur in 2005 .","The [[unwaveringly]] generated sales of 187 mln eur in 2005 .",0.04245370626449585,0.9088525176048279,2,0,2,59,"Successful"
"The German company has also [[signed]] a [[code]] share agreement with another Oneworld [[member]] -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .","The German company has also [[subscribe]] a [[cypher]] share agreement with another Oneworld [[appendage]] -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",0.02390354871749878,0.5662952661514282,0,2,0,118,"Successful"
"The Helsinki-based [[company]] , which also owns the Salomon , [[Atomic]] and Suunto [[brands]] , [[said]] [[net]] [[profit]] [[rose]] [[15]] percent in the [[three]] months through Dec. 31 to (  x20ac ) 47 [[million]] ( $ 61US [[million]] ) , from (  x20ac ) 40.[[8]] [[million]] a year [[earlier]] .","The Helsinki-based [[caller]] , which also owns the Salomon , [[nuclear]] and Suunto [[steel]] , [[aforementioned]] [[last]] [[earnings]] [[rebel]] [[fifteen]] percent in the [[triad]] months through Dec. 31 to (  x20ac ) 47 [[jillion]] ( $ 61US [[billion]] ) , from (  x20ac ) 40.[[eight]] [[meg]] a year [[before]] .",0.014496922492980957,0.3197050094604492,0,0,0,361,"Failed"
"The increase in capital stock has been registered in the Finnish Trade Register on 20 November 2006 .","The increase in capital stock has been registered in the Finnish Trade Register on 20 November 2006 .",0.9668756127357483,0.9668756127357483,2,2,0,1,"Skipped"
"The [[operating]] [[profit]] for [[Grain]] [[Trading]] [[increased]] to EUR [[2]].[[0]] mn from EUR [[1]].4 [[mn]] in 2005 .","The [[run]] [[gain]] for [[texture]] [[swop]] [[increase]] to EUR [[deuce]].[[nought]] mn from EUR [[unity]].4 [[Minnesota]] in 2005 .",0.015830636024475098,0.02490675449371338,0,0,0,152,"Failed"
"The stock [[rose]] for a second day on Wednesday [[bringing]] its two-day [[rise]] to GBX12 .0 or 2.0 % .","The stock [[jump]] for a second day on Wednesday [[wreak]] its two-day [[procession]] to GBX12 .0 or 2.0 % .",0.01827186346054077,0.951156497001648,0,1,0,218,"Successful"
"The stock [[rose]] for a third day on Tuesday [[bringing]] its three-day [[rise]] to GBX10 .50 or 1.8 % .","The stock [[jump]] for a third day on Tuesday [[wreak]] its three-day [[procession]] to GBX10 .50 or 1.8 % .",0.01807856559753418,0.9050836563110352,0,1,0,210,"Successful"
"The transaction is in [[line]] with Aspo 's strategy to expand in the Baltic Sea region and in the eastern markets .","The transaction is in [[wrinkle]] with Aspo 's strategy to expand in the Baltic Sea region and in the eastern markets .",0.13581520318984985,0.9645473957061768,0,2,0,113,"Successful"
"The transactions would [[increase]] earnings per share in the first quarter by some EUR0 .28 .","The transactions would [[increment]] earnings per share in the first quarter by some EUR0 .28 .",0.017428159713745117,0.7606872320175171,0,2,0,82,"Successful"
"There has been some [[recovery]] of the [[base]] metals prices and increased demand for metals in China , however .","There has been some [[convalescence]] of the [[immoral]] metals prices and increased demand for metals in China , however .",0.015090405941009521,0.9464126825332642,0,1,0,124,"Successful"
"This [[new]] representation [[extends]] Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .","This [[unexampled]] representation [[cover]] Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",0.06992548704147339,0.807335615158081,0,2,0,148,"Successful"
"TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now [[extend]] these services to its customers .","TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now [[protract]] these services to its customers .",0.20247995853424072,0.8696335554122925,0,2,0,118,"Successful"
"Total [[operating]] revenue [[grew]] by [[27]].[[6]] % year-on-year to EUR61m .","Total [[function]] revenue [[acquire]] by [[XXVII]].[[sixer]] % year-on-year to EUR61m .",0.014229536056518555,0.9298080801963806,0,2,0,105,"Successful"
"Vacon 's cash [[flow]] from operations [[grew]] to EUR 37.1 mn from EUR 21.9 mn a year ago .","Vacon 's cash [[fall]] from operations [[arise]] to EUR 37.1 mn from EUR 21.9 mn a year ago .",0.016928255558013916,0.9831935167312622,0,1,0,110,"Successful"
"Vacon will [[supply]] drives to Ruselprom in the [[power]] [[range]] from 200 kW up to 2 MW .","Vacon will [[render]] drives to Ruselprom in the [[mightiness]] [[vagabond]] from 200 kW up to 2 MW .",0.11003470420837402,0.679914116859436,2,0,2,152,"Successful"
"We [[also]] [[strengthen]] our [[existing]] partnership with Cybercom '' , [[says]] Teleste CTO Esko Myllyla .","We [[too]] [[fortify]] our [[be]] partnership with Cybercom '' , [[enjoin]] Teleste CTO Esko Myllyla .",0.019796133041381836,0.49763381481170654,0,0,0,60,"Failed"
"Via the Satlan acquisition , Teleste plans to further [[expand]] its market presence as a video services [[partner]] for cable operators , broadcasters and IPTV service providers .","Via the Satlan acquisition , Teleste plans to further [[dilate]] its market presence as a video services [[collaborator]] for cable operators , broadcasters and IPTV service providers .",0.06983047723770142,0.8401729464530945,0,2,0,104,"Successful"
"With the acquisition , the [[company]] will [[expand]] its [[offering]] to North , Central and South America , it said .","With the acquisition , the [[party]] will [[exposit]] its [[tender]] to North , Central and South America , it said .",0.03860253095626831,0.6963688135147095,0,2,0,111,"Successful"
"With the [[extension]] of the new [[contract]] for a further eight engines , the [[plant]] will now produce over [[100]] MW , it [[said]] .","With the [[annexe]] of the new [[abbreviate]] for a further eight engines , the [[institute]] will now produce over [[century]] MW , it [[articulate]] .",0.04730427265167236,0.5221761465072632,0,2,0,160,"Successful"
"YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .","YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .",0.7419772148132324,0.7419772148132324,2,2,0,1,"Skipped"
"`` BasWare 's [[product]] [[sales]] [[grew]] [[strongly]] in the financial [[period]] , by [[24]] [[percent]] .","`` BasWare 's [[intersection]] [[sale]] [[raise]] [[powerfully]] in the financial [[menstruation]] , by [[XXIV]] [[percentage]] .",0.015626072883605957,0.2752023935317993,0,0,0,77,"Failed"
"`` The second quarter of 2010 was the firstquarter with [[growth]] in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .","`` The second quarter of 2010 was the firstquarter with [[outgrowth]] in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",0.01739591360092163,0.9671439528465271,0,1,0,112,"Successful"
"`` The transaction [[strengthens]] our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , [[pointing]] out that the two groups have relatively few overlapping operations .","`` The transaction [[tone]] our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , [[point]] out that the two groups have relatively few overlapping operations .",0.01778501272201538,0.8021447062492371,0,2,0,171,"Successful"
"[[1]] February 2011 - [[Finnish]] textile and [[clothing]] [[company]] Marimekko Oyj HEL : MMO1V [[said]] [[today]] its [[preliminary]] operating [[profit]] [[grew]] to EUR8 .[[2]] m in 2010 from EUR6 .[[3]] m in 2009 .","[[one]] February 2011 - [[Suomi]] textile and [[apparel]] [[troupe]] Marimekko Oyj HEL : MMO1V [[enounce]] [[now]] its [[overture]] operating [[profits]] [[produce]] to EUR8 .[[deuce]] m in 2010 from EUR6 .[[trey]] m in 2009 .",0.02165842056274414,0.15332412719726562,0,0,0,254,"Failed"
"Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .","Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .",0.6996139287948608,0.6996139287948608,0,0,2,1,"Skipped"
"Finnish Larox has signed a [[contract]] with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .","Finnish Larox has signed a [[cut]] with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",0.0206601619720459,0.7648715972900391,0,1,0,104,"Successful"
"Affecto [[expects]] its net [[sales]] for the whole 2010 to [[increase]] from the 2009 [[level]] when they reached EUR 103 million .","Affecto [[gestate]] its net [[sale]] for the whole 2010 to [[step-up]] from the 2009 [[dismantle]] when they reached EUR 103 million .",0.015555262565612793,0.6885097026824951,0,2,0,136,"Successful"
"Cash [[flow]] from operations [[rose]] to EUR 52.7 mn from EUR 15.6 mn in 2007 .","Cash [[fall]] from operations [[jump]] to EUR 52.7 mn from EUR 15.6 mn in 2007 .",0.0172426700592041,0.8955824971199036,0,1,0,125,"Successful"
"[[Commission]] income [[rose]] by [[25]].7 % to EUR [[16]].[[1]] mn from EUR [[12]].8 mn in 2004 .","[[delegacy]] income [[rosiness]] by [[twenty-five]].7 % to EUR [[XVI]].[[unity]] mn from EUR [[dozen]].8 mn in 2004 .",0.015725910663604736,0.5415780544281006,0,1,0,154,"Successful"
"Componenta 's objective with this agreement is to [[increase]] business on its existing production lines .","Componenta 's objective with this agreement is to [[step-up]] business on its existing production lines .",0.06759172677993774,0.6548041701316833,0,2,0,83,"Successful"
"Earnings per share for January-June 2010 were EUR0 .30 , an [[increase]] of 20 % year-on-year EUR0 .25 .","Earnings per share for January-June 2010 were EUR0 .30 , an [[increment]] of 20 % year-on-year EUR0 .25 .",0.014677643775939941,0.5729562044143677,0,1,0,58,"Successful"
"Earnings per [[share]] EPS [[rose]] to EUR 0.11 from EUR 0.03 .","Earnings per [[percentage]] EPS [[rebel]] to EUR 0.11 from EUR 0.03 .",0.015291690826416016,0.08223170042037964,0,0,0,130,"Failed"
"Elisa said mobile subscriptions [[grew]] 7 percent during 2007 , mainly because of customers [[adopting]] so-called third generation mobile technology .","Elisa said mobile subscriptions [[produce]] 7 percent during 2007 , mainly because of customers [[borrow]] so-called third generation mobile technology .",0.05510920286178589,0.5448359251022339,0,2,0,121,"Successful"
"EPS for the [[quarter]] [[came]] in at [[0]].36 eur , up from [[0]].33 eur a year ago and ahead of [[forecast]] of 0.33 eur .","EPS for the [[one-quarter]] [[fall]] in at [[nought]].36 eur , up from [[nought]].33 eur a year ago and ahead of [[prognosis]] of 0.33 eur .",0.01647287607192993,0.9676290154457092,0,1,0,140,"Successful"
"EPS [[grew]] to [[0]].04 eur from 0.02 eur .","EPS [[turn]] to [[nought]].04 eur from 0.02 eur .",0.01723843812942505,0.46058571338653564,0,0,0,53,"Failed"
"Exports [[grew]] 16.5 percent to 19.1 million liters .","Exports [[produce]] 16.5 percent to 19.1 million liters .",0.01669919490814209,0.624475359916687,0,2,0,76,"Successful"
"Finnish investment group Panostaja Oyj [[said]] its [[net]] [[profit]] [[went]] up to [[8]].6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .","Finnish investment group Panostaja Oyj [[allege]] its [[last]] [[earnings]] [[expire]] up to [[octet]].6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",0.017137110233306885,0.7354700565338135,0,1,0,283,"Successful"
"Finnish metal components supplier Componenta Oyj [[said]] its [[net]] profit [[went]] up to [[3]].5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .","Finnish metal components supplier Componenta Oyj [[allege]] its [[earnings]] profit [[expire]] up to [[tierce]].5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .",0.01820152997970581,0.8711444139480591,0,1,0,267,"Successful"
